tinh,huyen,xa,Ho,x,y,prop.ho,songuoi,danso,pro.pop,area_km,songuoi_km,danso_km,distm_km,rank,geometry
Thanh Hoa,Trieu Son,Xa Dan Quyen,Mai,105.6298686,19.85002976,0.783630031,213,8731,2.439583095,10.94631539,19.45860249,797.6199923,132.5055197,3622,
Lang Son,Cao Loc,Xa Tan Lien,Mai,106.8186891,21.81104129,0.783630031,1,3642,0.027457441,15.15221571,0.065996949,240.3608864,132.5805797,3623,
Thanh Hoa,Tho Xuan,Thi tran Sao Vang,Mai,105.4585652,19.88890457,0.783630031,67,3144,2.131043257,2.640367875,25.37525193,1190.743165,132.6487197,3624,
Quang Ninh,Ha Long,Phuong Ha Trung,Mai,107.1250721,20.96397649,0.783630031,82,9005,0.910605219,5.406411516,15.16717693,1665.614978,132.7046439,3625,
Lang Son,Cao Loc,Xa Thuy Hung,Mai,106.7170684,21.91310799,0.783630031,4,4791,0.083489877,22.94166798,0.174355239,208.8339873,132.8676841,3626,
Quang Ninh,Ha Long,Phuong Hong Ha,Mai,107.1252793,20.94399967,0.783630031,206,21806,0.944694121,3.300306051,62.41845357,6607.266013,132.8726751,3627,
Thanh Hoa,Dong Son,Xa Dong Tien,Mai,105.7143394,19.83535066,0.783630031,15,5636,0.266146203,7.856303113,1.909294968,717.3857626,132.8763008,3628,
Thanh Hoa,Hoang Hoa,Xa Hoang Thinh,Mai,105.8397148,19.82817096,0.783630031,11,6939,0.158524283,3.259736137,3.37450626,2128.699904,132.9130132,3629,
Thanh Hoa,Tho Xuan,Xa Tho Xuong,Mai,105.400133,19.9055656,0.783630031,28,7809,0.358560635,10.05841328,2.783739265,776.3649973,132.925892,3630,
Thanh Hoa,Hoang Hoa,Xa Hoang Thai,Mai,105.8565688,19.82798095,0.783630031,4,4181,0.095670892,2.955128126,1.353579212,1414.828671,132.9306635,3631,
Thanh Hoa,Thuong Xuan,Xa Luong Son,Mai,105.251608,19.96866843,0.783630031,13,8035,0.161792159,80.78487681,0.160921208,99.46168537,132.9510205,3632,
Yen Bai,Yen Binh,Xa Xuan Lai,Mai,104.9815639,21.91210265,0.783630031,71,3295,2.15477997,28.29811613,2.509000941,116.4388465,132.9647968,3633,
Tuyen Quang,Ham Yen,Xa Thanh Long,Mai,105.051439,21.96905069,0.783630031,3,6562,0.045717769,53.17804608,0.056414258,123.3967865,133.0349062,3634,
Thanh Hoa,Thanh Hoa,Xa Dong Linh,Mai,105.7440789,19.83111253,0.783630031,23,7500,0.306666667,9.211283063,2.496937706,814.2188171,133.0476537,3635,
Lang Son,Cao Loc,Thi tran Cao Loc,Mai,106.7697868,21.86822841,0.783630031,23,8408,0.273549001,2.848666595,8.073952931,2951.556358,133.1133923,3636,
Lang Son,Binh Gia,Xa Hong Phong,Mai,106.4211111,22.10734108,0.783630031,2,3531,0.056641178,70.75886972,0.028265008,49.90187115,133.251456,3637,
Tuyen Quang,Chiem Hoa,Xa Hoa An,Mai,105.2482359,22.09208736,0.783630031,2,4744,0.042158516,24.28229394,0.082364541,195.3686918,133.2526966,3638,
Bac Kan,Bach Thong,Xa Quan Binh,Mai,105.8662197,22.23211022,0.783630031,46,1811,2.540033131,7.759524359,5.928198414,233.3905941,133.2599001,3639,
Thanh Hoa,Thanh Hoa,Phuong Nam Ngan,Mai,105.792429,19.8252818,0.783630031,223,13775,1.618874773,2.683541873,83.09913188,5133.141442,133.3661988,3640,
Quang Ninh,Ha Long,Phuong Ha Khanh,Mai,107.1332779,21.00486437,0.783630031,69,8346,0.82674335,32.44193263,2.126876989,257.2596428,133.3722242,3641,
Thanh Hoa,Trieu Son,Xa Tho The,Mai,105.5727545,19.85278567,0.783630031,10,4536,0.220458554,5.606537751,1.783631975,809.0554638,133.3725501,3642,
Bac Kan,Cho Don,Xa Ngoc Phai,Mai,105.5758103,22.20580341,0.783630031,1,2222,0.0450045,40.24871251,0.024845515,55.20673486,133.4057912,3643,
Son La,Phu Yen,Xa Gia Phu,Mai,104.5807777,21.20943277,0.783630031,1,6689,0.014949918,28.69868933,0.034844797,233.0768462,133.4270146,3644,
Thanh Hoa,Trieu Son,Xa Tho Dan,Mai,105.5465746,19.85707303,0.783630031,17,6380,0.26645768,6.287612195,2.70372909,1014.693623,133.5317541,3645,
Thanh Hoa,Dong Son,Xa Dong Hoang,Mai,105.658199,19.8359648,0.783630031,7,4983,0.140477624,5.350853387,1.308202541,931.2533234,133.5630061,3646,
Thanh Hoa,Dong Son,Xa Dong Khe,Mai,105.6793348,19.8329211,0.783630031,21,3314,0.633675317,3.868644862,5.428257374,856.6307113,133.5832268,3647,
Son La,Moc Chau,Xa Chieng Son,Mai,104.6051687,20.7345341,0.783630031,31,8499,0.364748794,90.97032905,0.34077045,93.42606637,133.6179129,3648,
Thanh Hoa,Thanh Hoa,Phuong Dong Tho,Mai,105.7726018,19.82383181,0.783630031,478,24925,1.91775326,3.53783597,135.1108429,7045.267279,133.636598,3649,
Thanh Hoa,Thanh Hoa,Xa Hoang Quang,Mai,105.8211994,19.82117945,0.783630031,8,6787,0.117872403,6.373883192,1.25512184,1064.813991,133.7173269,3650,
Thanh Hoa,Hoang Hoa,Xa Hoang Luu,Mai,105.8860321,19.82122607,0.783630031,19,6003,0.316508412,6.506221497,2.920281765,922.6553388,133.7281369,3651,
Thanh Hoa,Thuong Xuan,Xa Ngoc Phung,Mai,105.3297488,19.92443036,0.783630031,26,7560,0.343915344,17.00185434,1.529244956,444.6573797,133.7838493,3652,
Tuyen Quang,Chiem Hoa,Xa Yen Nguyen,Mai,105.1738662,22.05797046,0.783630031,68,6949,0.978558066,39.62109455,1.716257483,175.3863713,133.8004484,3653,
Thanh Hoa,Trieu Son,Xa Dan Luc,Mai,105.5996457,19.84331734,0.783630031,24,6520,0.36809816,8.839922982,2.714955781,737.5629871,133.8187145,3654,
Bac Kan,Na Ri,Xa Lam Son,Mai,106.162094,22.20241686,0.783630031,1,1775,0.056338028,22.77213991,0.043913308,77.9461222,133.9040461,3655,
Thanh Hoa,Thuong Xuan,Xa Xuan Duong,Mai,105.3654704,19.90797661,0.783630031,17,5413,0.314058747,7.570952165,2.245424305,714.9695154,133.999833,3656,
Thanh Hoa,Tho Xuan,Xa Xuan Bai,Mai,105.3865029,19.89954182,0.783630031,26,7149,0.363687229,5.857040201,4.439102193,1220.582368,134.0572606,3657,
Thanh Hoa,Hoang Hoa,Xa Hoang Loc,Mai,105.8397092,19.81770419,0.783630031,18,5412,0.332594235,2.62902933,6.846633393,2058.55444,134.0716688,3658,
Thanh Hoa,Trieu Son,Xa Tho Cuong,Mai,105.5145887,19.85945912,0.783630031,16,3869,0.413543551,6.118343078,2.615087091,632.3607471,134.108779,3659,
Yen Bai,Tran Yen,Thi tran Co Phuc,Mai,104.821761,21.76289472,0.783630031,24,5634,0.425985091,4.458971517,5.38240711,1263.520069,134.1258756,3660,
Lang Son,Cao Loc,Xa Hop Thanh,Mai,106.7771873,21.87486335,0.783630031,16,3408,0.469483568,9.213413121,1.736598564,369.8954942,134.1739425,3661,
Lang Son,Loc Binh,Xa Loi Bac,Mai,106.9807815,21.61792148,0.783630031,1,2639,0.037893141,74.78177035,0.013372243,35.2893491,134.1793518,3662,
Lang Son,Van Lang,Xa Tan My,Mai,106.6586496,21.97573151,0.783630031,6,7614,0.078802206,40.14386451,0.149462441,189.6678382,134.1873273,3663,
Tuyen Quang,Chiem Hoa,Xa Phu Binh,Mai,105.3665707,22.15506125,0.783630031,9,4438,0.202794051,55.74864962,0.161438888,79.60730942,134.4128263,3664,
Thanh Hoa,Thanh Hoa,Phuong Truong Thi,Mai,105.7804262,19.81624763,0.783630031,167,12260,1.362153344,0.962523898,173.5021856,12737.34608,134.4276922,3665,
Thanh Hoa,Quan Son,Xa Tam Lu,Mai,104.9123747,20.1952021,0.783630031,1,3058,0.032701112,69.30023707,0.014429965,44.12683317,134.4574982,3666,
Quang Ninh,Hoanh Bo,Xa Vu Oai,Mai,107.1430752,21.08812322,0.783630031,3,2114,0.141911069,52.29728405,0.057364356,40.42274926,134.4884539,3667,
Thanh Hoa,Dong Son,Thi tran Rung Thong,Mai,105.7268826,19.81777164,0.783630031,56,9300,0.602150538,2.755117249,20.32581373,3375.536923,134.6796249,3668,
Thanh Hoa,Dong Son,Xa Dong Anh,Mai,105.7038315,19.81996724,0.783630031,14,3646,0.383982447,3.021556915,4.633372925,1206.662692,134.6899873,3669,
Yen Bai,Tran Yen,Xa Hoa Cuong,Mai,104.845359,21.79955688,0.783630031,3,2498,0.120096077,18.40452555,0.163003387,135.7274869,134.7123719,3670,
Yen Bai,Tran Yen,Xa Hong Ca,Mai,104.7019952,21.59919102,0.783630031,16,5919,0.270315932,93.46078774,0.171194791,63.3313729,134.874151,3671,
Lang Son,Loc Binh,Xa Quan Ban,Mai,106.9206983,21.72130698,0.783630031,1,1983,0.050428643,20.17965066,0.049554872,98.26731062,134.8973256,3672,
Tuyen Quang,Chiem Hoa,Xa Trung Hoa,Mai,105.2659983,22.1175504,0.783630031,21,3028,0.693527081,15.66220729,1.340807181,193.3316258,134.9125215,3673,
Thanh Hoa,Thanh Hoa,Phuong Phu Son,Mai,105.7604335,19.81267246,0.783630031,217,15370,1.411841249,1.845916223,117.5567977,8326.488388,134.9522981,3674,
Thanh Hoa,Thanh Hoa,Phuong Dong Huong,Mai,105.793441,19.81035397,0.783630031,247,15425,1.601296596,3.481204367,70.9524561,4430.937795,135.0123548,3675,
Thanh Hoa,Tho Xuan,Xa Xuan Thang,Mai,105.4634909,19.86500593,0.783630031,26,6040,0.430463576,15.97905617,1.627129896,377.9947913,135.0141955,3676,
Thanh Hoa,Trieu Son,Xa Minh Dan,Mai,105.6188335,19.8288644,0.783630031,20,3450,0.579710145,3.187681278,6.274152982,1082.291389,135.0153157,3677,
Thanh Hoa,Thanh Hoa,Phuong Dien Bien,Mai,105.7756019,19.81118392,0.783630031,152,6388,2.37946149,0.690628683,220.089324,9249.543431,135.0156812,3678,
Thanh Hoa,Trieu Son,Xa Xuan Tho,Mai,105.5329314,19.84522323,0.783630031,5,4209,0.118793062,5.783749963,0.864491036,727.7285545,135.1487749,3679,
Thanh Hoa,Thuong Xuan,Thi tran Thuong Xuan,Mai,105.3498373,19.90280047,0.783630031,31,5808,0.533746556,2.443811794,12.68510123,2376.615096,135.1529873,3680,
Quang Ninh,Ha Long,Phuong Ha Tu,Mai,107.1483259,20.95362508,0.783630031,111,14719,0.754127318,13.46833835,8.241551192,1092.859387,135.189172,3681,
Lang Son,Cao Loc,Thi tran Dong Dang,Mai,106.7020644,21.95505174,0.783630031,26,8725,0.297994269,4.54589345,5.719447736,1919.314673,135.2992896,3682,
Bac Kan,Bach Thong,Xa Tan Tien,Mai,105.8929125,22.25007662,0.783630031,3,1460,0.205479452,13.82566788,0.216987709,105.6006851,135.3105021,3683,
Lang Son,Loc Binh,Xa Luc Thon,Mai,106.9030926,21.75164417,0.783630031,31,1327,2.336096458,13.83667091,2.240423307,95.90457188,135.3491579,3684,
Thanh Hoa,Trieu Son,Xa Dan Ly,Mai,105.6443679,19.82161676,0.783630031,40,8330,0.480192077,6.915151416,5.784399733,1204.601244,135.3556554,3685,
Thanh Hoa,Thanh Hoa,Phuong Dong Hai,Mai,105.8089412,19.80629551,0.783630031,57,9735,0.585516179,6.713773871,8.490008912,1450.004154,135.3996165,3686,
Thanh Hoa,Dong Son,Xa Dong Minh,Mai,105.6924884,19.81461671,0.783630031,19,4305,0.441347271,4.157837513,4.569683144,1035.393997,135.4176443,3687,
Tuyen Quang,Ham Yen,Xa Thai Son,Mai,105.0926414,22.0258343,0.783630031,14,7149,0.195831585,40.79983134,0.343138673,175.2213126,135.4840046,3688,
Thanh Hoa,Hoang Hoa,Xa Hoang Phu,Mai,105.923812,19.80679694,0.783630031,3,4470,0.067114094,7.825263743,0.38337366,571.2267531,135.4899814,3689,
Yen Bai,Yen Binh,Xa Mong Son,Mai,104.9088629,21.87756143,0.783630031,103,4348,2.368905244,46.47742524,2.216129647,93.55079327,135.5075804,3690,
Thanh Hoa,Trieu Son,Xa Tho Tan,Mai,105.5675534,19.83395918,0.783630031,9,4537,0.198368966,6.916515614,1.301233237,655.9661329,135.5252367,3691,
Thanh Hoa,Thuong Xuan,Xa Yen Nhan,Mai,105.1332237,20.0078432,0.783630031,3,5131,0.058468135,188.4049761,0.015923146,27.23388791,135.5400556,3692,
Thanh Hoa,Thanh Hoa,Phuong Tan Son,Mai,105.7685642,19.80527684,0.783630031,176,10389,1.694099528,0.914695436,192.4137731,11357.87891,135.7128726,3693,
Thanh Hoa,Thanh Hoa,Xa Dong Tan,Mai,105.7420045,19.8070638,0.783630031,86,8081,1.064224725,4.573646302,18.80337795,1766.861595,135.7187492,3694,
Thanh Hoa,Thanh Hoa,Phuong Lam Son,Mai,105.7814458,19.80449606,0.783630031,166,9942,1.669684168,0.924750355,179.5079061,10751.00966,135.7210152,3695,
Bac Kan,Bach Thong,Xa Vu Muon,Mai,105.9693721,22.24968146,0.783630031,1,1562,0.064020487,38.45994635,0.026001076,40.6136812,135.7538075,3696,
Thanh Hoa,Muong Lat,Xa Tam Chung,Mai,104.6424571,20.56686891,0.783630031,8,3896,0.205338809,121.0239828,0.066102601,32.19196649,135.7728723,3697,
Thanh Hoa,Dong Son,Xa Dong Ninh,Mai,105.6698653,19.81345965,0.783630031,71,5447,1.3034698,5.582524308,12.71826079,975.7234719,135.8524129,3698,
Thanh Hoa,Hoang Hoa,Xa Hoang Phong,Mai,105.8933566,19.8009577,0.783630031,10,6811,0.146821318,8.351634857,1.197370356,815.5289493,135.9939893,3699,
Thanh Hoa,Thanh Hoa,Phuong Ba Dinh,Mai,105.7750805,19.80192959,0.783630031,171,9281,1.842473871,0.68807711,248.5186582,13488.31384,136.041598,3700,
Lang Son,Cao Loc,Xa Gia Cat,Mai,106.8326687,21.84444583,0.783630031,1,5226,0.019135094,33.52938372,0.029824586,155.8632883,136.0983685,3701,
Thanh Hoa,Trieu Son,Xa Minh Chau,Mai,105.6222328,19.81818388,0.783630031,84,4703,1.786093983,3.390827805,24.77271181,1386.976948,136.1162969,3702,
Thanh Hoa,Thanh Hoa,Xa Hoang Dai,Mai,105.8347183,19.79875835,0.783630031,7,4259,0.16435783,4.581298538,1.527951069,929.6490863,136.1742772,3703,
Tuyen Quang,Ham Yen,Xa Bang Coc,Mai,105.0114023,21.9754736,0.783630031,9,2913,0.308959835,28.64079073,0.314237134,101.7080858,136.2014488,3704,
Thanh Hoa,Hoang Hoa,Xa Hoang Trach,Mai,105.8529129,19.79776502,0.783630031,150,4576,3.277972028,3.486714598,43.02044111,1312.410257,136.2743782,3705,
Thanh Hoa,Trieu Son,Thi tran Trieu Son,Mai,105.6019032,19.82005745,0.783630031,161,6982,2.305929533,1.910934033,84.2519926,3653.710635,136.3000984,3706,
Thanh Hoa,Dong Son,Xa Dong Thinh,Mai,105.7226037,19.80315464,0.783630031,4,5079,0.078755661,4.371461765,0.915025732,1161.853923,136.3334786,3707,
Lang Son,Van Lang,Xa Hoang Viet,Mai,106.6199801,22.02823007,0.783630031,8,4991,0.160288519,36.49633156,0.219200113,136.7534705,136.389013,3708,
Thanh Hoa,Trieu Son,Xa Tho Son,Mai,105.4799939,19.8469447,0.783630031,12,5020,0.239043825,12.28888119,0.976492475,408.4993519,136.4259061,3709,
Tuyen Quang,Ham Yen,Xa Binh Xa,Mai,105.1255649,22.05754062,0.783630031,86,6215,1.383748994,26.72744696,3.217666099,232.5324978,136.4486746,3710,
Thanh Hoa,Quan Son,Xa Son Dien,Mai,104.8138499,20.27557502,0.783630031,2,4649,0.043020004,94.89304646,0.02107636,48.99199861,136.4694979,3711,
Thanh Hoa,Trieu Son,Xa Minh Son,Mai,105.5891561,19.82079555,0.783630031,321,4691,6.842890642,6.30952124,50.87549241,743.479548,136.4795761,3712,
Yen Bai,Yen Binh,Xa My Gia,Mai,104.95189,21.93020721,0.783630031,3,1162,0.258175559,18.51483992,0.162032187,62.76046701,136.5217394,3713,
Yen Bai,Tran Yen,Xa Viet Thanh,Mai,104.8157525,21.79110711,0.783630031,4,2761,0.144875045,14.48735644,0.276102822,190.579973,136.5229171,3714,
Thanh Hoa,Thuong Xuan,Xa Tho Thanh,Mai,105.3663513,19.88286029,0.783630031,3,5276,0.056861259,9.745780705,0.307825519,541.3624788,136.5458225,3715,
Thanh Hoa,Trieu Son,Xa Tho Tien,Mai,105.5104654,19.83731632,0.783630031,37,4659,0.794161837,8.398944013,4.405315709,554.7125916,136.588111,3716,
Thanh Hoa,Thanh Hoa,Phuong An Hoach,Mai,105.7516704,19.79837088,0.783630031,276,8234,3.351955307,2.563475838,107.6663162,3212.045099,136.5978105,3717,
Thanh Hoa,Thanh Hoa,Phuong Ngoc Trao,Mai,105.7770274,19.79620866,0.783630031,139,10018,1.387502496,0.541821327,256.5421351,18489.49,136.6622982,3718,
Quang Ninh,Ha Long,Phuong Ha Phong,Mai,107.1646603,20.96935993,0.783630031,98,11985,0.817688778,19.18580164,5.107943981,624.6807001,136.7825311,3719,
Thanh Hoa,Thanh Hoa,Phuong Dong Son,Mai,105.7926951,19.79421007,0.783630031,232,11782,1.969105415,1.003295301,231.2380013,11743.30229,136.8012217,3720,
Bac Kan,Bach Thong,Xa Tu Tri,Mai,105.8488396,22.26625282,0.783630031,2,1820,0.10989011,12.2824874,0.162833466,148.1784545,137.0309332,3721,
Tuyen Quang,Chiem Hoa,Xa Ngoc Hoi,Mai,105.3124165,22.15941358,0.783630031,61,5351,1.139973837,30.48633128,2.000896712,175.5212837,137.0428817,3722,
Lang Son,Loc Binh,Thi tran Na Duong,Mai,106.9693538,21.68943822,0.783630031,45,8247,0.545652965,11.16273015,4.031271867,738.7977575,137.1746347,3723,
Thanh Hoa,Dong Son,Xa Dong Hoa,Mai,105.6833556,19.79913847,0.783630031,3,4910,0.061099796,5.598368971,0.535870361,877.041157,137.2365706,3724,
Thanh Hoa,Quan Son,Xa Son Thuy,Mai,104.743242,20.35564785,0.783630031,1,3657,0.027344818,134.2558166,0.007448467,27.23904328,137.336512,3725,
Bac Kan,Cho Don,Xa Yen Thinh,Mai,105.4672999,22.21663697,0.783630031,2,1603,0.124766064,50.68282084,0.039461103,31.62807384,137.3920785,3726,
Bac Kan,Na Ri,Thi tran Yen Lac,Mai,106.1795007,22.2311198,0.783630031,7,3835,0.182529335,4.285839968,1.633285436,894.8070924,137.4255981,3727,
Yen Bai,Van Chan,Xa Dong Khe,Mai,104.6409658,21.53405761,0.783630031,10,5189,0.192715359,22.8768081,0.437123919,226.8236013,137.4339895,3728,
Bac Kan,Bach Thong,Thi tran Phu Thong,Mai,105.8809065,22.26987195,0.783630031,3,1755,0.170940171,1.065533511,2.81549099,1647.062229,137.4673927,3729,
Thanh Hoa,Trieu Son,Xa Tien Nong,Mai,105.6494671,19.80099482,0.783630031,13,4913,0.264604112,5.570901426,2.333554125,881.9039549,137.5279692,3730,
Thanh Hoa,Tho Xuan,Xa Xuan Phu,Mai,105.421005,19.85337944,0.783630031,10,7098,0.140884756,31.37492486,0.318725863,226.2316175,137.6228938,3731,
Thanh Hoa,Hoang Hoa,Xa Hoang Chau,Mai,105.8898126,19.78612152,0.783630031,13,8602,0.151127645,12.35778156,1.051968748,696.0796286,137.6240131,3732,
Lang Son,Loc Binh,Thi tran Loc Binh,Mai,106.9241481,21.75954871,0.783630031,30,9201,0.326051516,3.787184561,7.921451812,2429.509271,137.626199,3733,
Son La,Moc Chau,Xa Chieng Hac,Mai,104.5334334,20.90759194,0.783630031,2,7442,0.026874496,104.1427254,0.019204414,71.45962401,137.6286197,3734,
Thanh Hoa,Thanh Hoa,Phuong Quang Hung,Mai,105.8192884,19.78562405,0.783630031,123,11418,1.077246453,5.814970306,21.15230062,1963.552589,137.6569672,3735,
Thanh Hoa,Thanh Hoa,Phuong Dong Ve,Mai,105.7774032,19.78665118,0.783630031,581,29976,1.93821724,4.793028424,121.2177247,6254.083504,137.7165022,3736,
Lang Son,Loc Binh,Xa Xuan Man,Mai,106.8946981,21.79900771,0.783630031,15,1280,1.171875,10.46588525,1.43322802,122.3021244,137.8167356,3737,
Thanh Hoa,Dong Son,Xa Dong Yen,Mai,105.7051983,19.7913633,0.783630031,18,4914,0.366300366,5.602190412,3.213028954,877.1569045,137.8208025,3738,
Lang Son,Loc Binh,Xa Dong Buc,Mai,106.9089584,21.78276085,0.783630031,8,3580,0.223463687,9.826273031,0.814143875,364.329384,137.8892471,3739,
Thanh Hoa,Trieu Son,Xa An Nong,Mai,105.6101827,19.80338782,0.783630031,7,5501,0.127249591,4.728881611,1.480265436,1163.277166,137.9526257,3740,
Tuyen Quang,Chiem Hoa,Thi tran Vinh Loc,Mai,105.2692274,22.15012005,0.783630031,111,8388,1.323319027,7.210862302,15.3934433,1163.245067,137.9957454,3741,
Thanh Hoa,Thuong Xuan,Xa Xuan Cam,Mai,105.2939944,19.89765431,0.783630031,11,3629,0.303113805,47.19476532,0.233076697,76.89412111,138.027259,3742,
Thanh Hoa,Trieu Son,Xa Hop Ly,Mai,105.5291464,19.81835079,0.783630031,77,5626,1.368645574,9.082256484,8.478069314,619.4495839,138.1307535,3743,
Yen Bai,Tran Yen,Xa Quy Mong,Mai,104.7815467,21.77332783,0.783630031,43,5236,0.821237586,19.97967694,2.152186951,262.0662994,138.1489391,3744,
Thanh Hoa,Thanh Hoa,Xa Dong Hung,Mai,105.7486369,19.7843531,0.783630031,47,4669,1.006639537,3.965021146,11.85365683,1177.547314,138.1692725,3745,
Thanh Hoa,Thanh Hoa,Phuong Quang Thang,Mai,105.7648281,19.78266685,0.783630031,134,9944,1.347546259,3.557375966,37.66821423,2795.318823,138.2356843,3746,
Thanh Hoa,Hoang Hoa,Xa Hoang Tan,Mai,105.859842,19.77991766,0.783630031,5,5003,0.099940036,4.769793791,1.048263346,1048.892304,138.2532673,3747,
Thanh Hoa,Trieu Son,Xa Hop Thang,Mai,105.5773096,19.80544082,0.783630031,140,6101,2.294705786,9.558500702,14.6466485,638.280018,138.3952445,3748,
Yen Bai,Tran Yen,Xa Kien Thanh,Mai,104.7322649,21.71097645,0.783630031,27,3921,0.688599847,87.10140172,0.30998353,45.01649713,138.4162402,3749,
Lang Son,Van Lang,Thi tran Na Sam,Mai,106.6165186,22.05415201,0.783630031,9,3612,0.249169435,1.568326809,5.738599854,2303.091408,138.518527,3750,
Thanh Hoa,Trieu Son,Xa Nong Truong,Mai,105.6280217,19.79424531,0.783630031,80,5235,1.52817574,5.396136312,14.82542237,970.1385765,138.6239734,3751,
Thanh Hoa,Dong Son,Xa Dong Van,Mai,105.7246822,19.78187963,0.783630031,12,5193,0.2310803,6.509132938,1.843563515,797.8021112,138.6568756,3752,
Bac Kan,Cho Don,Xa Quang Bach,Mai,105.5862284,22.25634553,0.783630031,1,1835,0.054495913,40.19921645,0.024876107,45.6476559,138.66099,3753,
Yen Bai,Yen Binh,Xa Cam An,Mai,104.8601422,21.87065315,0.783630031,93,3099,3.000968054,24.84776678,3.742791086,124.7194578,138.6757798,3754,
Yen Bai,Yen Binh,Xa Cam Nhan,Mai,104.9710695,21.97357342,0.783630031,79,6439,1.226898587,29.51781541,2.676349821,218.1394493,138.7484323,3755,
Yen Bai,Tran Yen,Xa Dao Thinh,Mai,104.8034784,21.812266,0.783630031,7,2726,0.2567865,13.24611969,0.528456647,205.7961172,138.9696111,3756,
Thanh Hoa,Trieu Son,Xa Hop Tien,Mai,105.5375035,19.80724295,0.783630031,20,3501,0.571265353,6.568396501,3.044883176,533.0068,139.1167654,3757,
Quang Ninh,Ba Che,Xa Thanh Lam,Mai,107.1517775,21.32898973,0.783630031,2,2098,0.095328885,84.45470405,0.023681333,24.84171869,139.153251,3758,
Thanh Hoa,Thanh Hoa,Phuong Quang Thanh,Mai,105.7945698,19.77267194,0.783630031,43,12766,0.336832211,8.481746987,5.069710293,1505.114456,139.1748997,3759,
Thanh Hoa,Thanh Hoa,Xa Quang Phu,Mai,105.838,19.77126221,0.783630031,19,8483,0.223977366,6.621255409,2.869546457,1281.176979,139.2142708,3760,
Tuyen Quang,Chiem Hoa,Xa Tan Thinh,Mai,105.2144039,22.1370312,0.783630031,11,3543,0.310471352,18.13458471,0.606575787,195.3725468,139.2881221,3761,
Thanh Hoa,Trieu Son,Xa Khuyen Nong,Mai,105.6521805,19.78273773,0.783630031,141,5507,2.560377701,7.069072473,19.94603967,779.0272375,139.4835768,3762,
Thanh Hoa,Trieu Son,Xa Dong Tien,Mai,105.6845203,19.77852459,0.783630031,15,8008,0.187312687,7.378212229,2.033012813,1085.357774,139.4853165,3763,
Lang Son,Van Lang,Xa Tan Thanh,Mai,106.6750313,22.02468257,0.783630031,6,3972,0.151057402,25.05130474,0.239508483,158.5546159,139.4885031,3764,
Lang Son,Dinh Lap,Xa Cuong Loi,Mai,107.1018463,21.48853547,0.783630031,36,1425,2.526315789,78.83089973,0.456673717,18.07666797,139.4914098,3765,
Thanh Hoa,Trieu Son,Xa Hop Thanh,Mai,105.5540173,19.79952907,0.783630031,28,6244,0.448430493,6.649522378,4.210828749,939.0148111,139.5547871,3766,
Thanh Hoa,Sam Son,Phuong Quang Cu,Mai,105.9159242,19.76961522,0.783630031,10,11081,0.090244563,6.495832818,1.539448486,1705.862868,139.5570976,3767,
Thanh Hoa,Thuong Xuan,Xa Xuan Cao,Mai,105.3569096,19.85694345,0.783630031,3,5538,0.054171181,36.3843895,0.082452943,152.2081331,139.5774242,3768,
Bac Kan,Bach Thong,Xa Phuong Linh,Mai,105.8877987,22.28891022,0.783630031,1,1515,0.066006601,20.89941481,0.04784823,72.49006797,139.5928909,3769,
Thanh Hoa,Trieu Son,Xa Tho Binh,Mai,105.4880986,19.81492603,0.783630031,115,7483,1.536816785,18.28899877,6.287933062,409.1530704,139.5981643,3770,
Bac Kan,Na Ri,Xa Luong Ha,Mai,106.1729446,22.25515232,0.783630031,3,1521,0.197238659,18.01818131,0.166498491,84.41473498,139.841186,3771,
Thanh Hoa,Sam Son,Phuong Quang Tien,Mai,105.896423,19.76592713,0.783630031,17,15200,0.111842105,3.114987803,5.457485254,4879.633874,139.8804936,3772,
Bac Kan,Cho Don,Xa Ban Thi,Mai,105.5118205,22.25400281,0.783630031,5,1626,0.307503075,65.24940106,0.076629056,24.91976897,140.1332334,3773,
Thanh Hoa,Quan Son,Xa Tam Thanh,Mai,104.8452524,20.18833952,0.783630031,1,3838,0.026055237,92.62376676,0.010796365,41.43644913,140.1338406,3774,
Thanh Hoa,Muong Lat,Xa Nhi Son,Mai,104.6344534,20.48304897,0.783630031,2,2830,0.070671378,35.83660728,0.055808854,78.96952906,140.3154602,3775,
Thanh Hoa,Thanh Hoa,Xa Quang Dong,Mai,105.8112123,19.76144909,0.783630031,31,6587,0.470623956,5.308464375,5.839730252,1240.848489,140.3545944,3776,
Lang Son,Cao Loc,Xa Bao Lam,Mai,106.749049,21.97752401,0.783630031,1,3101,0.032247662,40.59028084,0.02463644,76.39759902,140.3712274,3777,
Tuyen Quang,Ham Yen,Xa Nhan Muc,Mai,105.009875,22.0244391,0.783630031,3,3277,0.091547147,14.3441793,0.209144067,228.4550362,140.506244,3778,
Lang Son,Binh Gia,Xa Hung Dao,Mai,106.3063162,22.22428129,0.783630031,6,2006,0.299102692,38.96111358,0.153999705,51.48723472,140.5391691,3779,
Lang Son,Loc Binh,Xa Huu Khanh,Mai,106.9475183,21.77466159,0.783630031,2,2803,0.071352123,21.45705966,0.093209416,130.6329965,140.565554,3780,
Yen Bai,Yen Binh,Xa Phuc Ninh,Mai,104.8997042,21.93455959,0.783630031,1,1162,0.08605852,22.49413505,0.044456033,51.65790983,140.6092731,3781,
