tinh,huyen,xa,Ho,x,y,prop.ho,songuoi,danso,pro.pop,area_km,songuoi_km,danso_km,distm_km,rank,geometry
Phu Tho,Yen Lap,Xa Dong Lac,Mai,105.1019757,21.32403293,0.783630031,33,5484,0.601750547,26.1093077,1.263917082,210.0400387,84.33958715,2320,
Hai Phong,Vinh Bao,Xa Hoa Binh,Mai,106.5623127,20.66397104,0.783630031,3,7375,0.040677966,9.448043049,0.317526072,780.5849277,84.3640424,2321,
Thai Binh,Thai Binh,Xa Vu Chinh,Mai,106.3475315,20.42662935,0.783630031,56,12551,0.446179587,5.976017428,9.370789271,2100.228145,84.39199394,2322,
Hai Phong,Kien An,Phuong Tran Thanh Ngo,Mai,106.6275717,20.80892104,0.783630031,113,13555,0.833640723,1.155140564,97.82359265,11734.50264,84.4091412,2323,
Hai Phong,An Lao,Xa An Tho,Mai,106.6027344,20.7417303,0.783630031,29,6150,0.471544715,5.734433324,5.057169272,1072.468656,84.4627884,2324,
Hai Phong,Kien An,Phuong Trang Minh,Mai,106.6206625,20.78658452,0.783630031,34,9667,0.35171201,3.790219687,8.970456282,2550.511791,84.47861756,2325,
Hai Phong,An Duong,Xa An Dong,Mai,106.6429249,20.85616379,0.783630031,294,35026,0.839376463,7.039583644,41.76383361,4975.578354,84.59516692,2326,
Tuyen Quang,Son Duong,Xa Hong Lac,Mai,105.277458,21.57286822,0.783630031,9,5217,0.172512938,9.903662378,0.908754727,526.7748234,84.65753496,2327,
Nam Dinh,Y Yen,Xa Yen Thang,Mai,106.0620687,20.28927815,0.783630031,10,10834,0.092302012,8.866292181,1.127867185,1221.931308,84.77550148,2328,
Hai Phong,Vinh Bao,Xa Co Am,Mai,106.5482317,20.6332705,0.783630031,2,4542,0.044033465,3.486189386,0.573692298,1302.855209,84.79056604,2329,
Thai Nguyen,Dong Hy,Xa Van Lang,Mai,105.8290653,21.79483252,0.783630031,8,5170,0.154738878,64.18625965,0.124637267,80.54683398,84.85947302,2330,
Phu Tho,Doan Hung,Xa Minh Phu,Mai,105.2383696,21.53690021,0.783630031,2,4536,0.044091711,14.05887746,0.142258869,322.6431139,84.86850398,2331,
Hai Phong,Kien An,Phuong Bac Son,Mai,106.6356804,20.81983214,0.783630031,61,10671,0.57164277,2.256351971,27.03478924,4729.315344,84.87735227,2332,
Hoa Binh,Tan Lac,Xa Quyet Chien,Mai,105.1858013,20.58483889,0.783630031,4,1588,0.251889169,26.28704677,0.152166199,60.40998115,84.8781509,2333,
Quang Ninh,Dong Trieu,Xa Hong Thai Tay,Mai,106.6666685,21.0600933,0.783630031,3,6454,0.046482801,19.30593379,0.155392639,334.3013641,84.89391591,2334,
Nam Dinh,Nam Truc,Xa Nam Hung,Mai,106.2126485,20.34156232,0.783630031,274,6980,3.925501433,5.780325289,47.40217657,1207.544498,84.91167908,2335,
Thai Nguyen,Dai Tu,Xa Minh Tien,Mai,105.5485028,21.74184863,0.783630031,4,4175,0.095808383,22.81040905,0.175358539,183.0304748,84.95042079,2336,
Thai Binh,Kien Xuong,Xa An Binh,Mai,106.4165944,20.4761082,0.783630031,168,4068,4.12979351,5.135497633,32.71348018,792.1335557,84.9531874,2337,
Thai Binh,Thai Thuy,Xa Thai Son,Mai,106.4585921,20.51697284,0.783630031,6,5745,0.104438642,5.890632916,1.01856627,975.277204,84.9565493,2338,
Quang Ninh,Dong Trieu,Xa Trang Luong,Mai,106.6619868,21.13065254,0.783630031,4,2747,0.145613396,72.31945703,0.05531015,37.98424536,85.06864992,2339,
Phu Tho,Thanh Ba,Xa Chi Tien,Mai,105.1583115,21.44079351,0.783630031,22,5770,0.381282496,12.29688552,1.789070896,469.2245032,85.12541039,2340,
Ninh Binh,Ninh Binh,Xa Ninh Nhat,Mai,105.9443546,20.26440774,0.783630031,25,6347,0.393886876,7.285215992,3.431607248,871.2164481,85.17694979,2341,
Thai Binh,Thai Binh,Xa Vu Lac,Mai,106.3784653,20.44041649,0.783630031,31,10862,0.285398637,7.560011156,4.100523049,1436.770367,85.2320579,2342,
Ninh Binh,Nho Quan,Xa Van Phu,Mai,105.7698687,20.26240198,0.783630031,48,7070,0.678925035,12.49535551,3.841427319,565.8102322,85.25274363,2343,
Hai Phong,Thuy Nguyen,Xa Luu Ky,Mai,106.6700743,20.99960251,0.783630031,19,2708,0.701624815,4.421245658,4.297431419,612.4970675,85.25463959,2344,
Hai Phong,Thuy Nguyen,Xa Luu Kiem,Mai,106.6686055,20.9736593,0.783630031,20,11464,0.174459177,10.62300866,1.882705799,1079.166964,85.26637212,2345,
Thai Binh,Kien Xuong,Xa Vu Son,Mai,106.3938311,20.45232485,0.783630031,179,2835,6.313932981,2.716179817,65.90138065,1043.74533,85.28071918,2346,
Thai Binh,Thai Thuy,Xa Thuy Duong,Mai,106.5128677,20.57497846,0.783630031,334,5190,6.435452794,4.145263157,80.5738954,1252.031488,85.30492262,2347,
Nam Dinh,Nam Truc,Xa Nam Duong,Mai,106.1831125,20.3242008,0.783630031,51,9578,0.532470244,6.029432923,8.458506902,1588.540767,85.34385059,2348,
Phu Tho,Cam Khe,Xa Ta Xa,Mai,105.1172811,21.37761297,0.783630031,693,8070,8.587360595,8.136376749,85.17304709,991.8419769,85.37948719,2349,
Phu Tho,Tan Son,Xa Minh Dai,Mai,105.0424199,21.17085982,0.783630031,16,6285,0.254574383,18.77089646,0.852383371,334.8268429,85.43265549,2350,
Phu Tho,Thanh Ba,Xa Nang Yen,Mai,105.1997716,21.50201693,0.783630031,2,2765,0.072332731,7.953515901,0.251461118,347.6449955,85.49251233,2351,
Hai Phong,An Lao,Xa An Thai,Mai,106.6204512,20.75859279,0.783630031,309,9127,3.385559329,5.789677078,53.37085226,1576.426436,85.49877505,2352,
Thai Binh,Thai Thuy,Xa Thuy Van,Mai,106.5250548,20.58796431,0.783630031,39,5216,0.747699387,4.954494037,7.871641325,1052.781568,85.50266604,2353,
Phu Tho,Doan Hung,Xa Vu Quang,Mai,105.253989,21.56146212,0.783630031,5,4302,0.116225012,12.32261644,0.405757984,349.114169,85.51115896,2354,
Hai Phong,Hong Bang,Phuong So Dau,Mai,106.6558138,20.87066671,0.783630031,133,16407,0.810629609,3.297554796,40.33291582,4975.504887,85.55500323,2355,
Ninh Binh,Ninh Binh,Phuong Dong Thanh,Mai,105.9752816,20.26487676,0.783630031,79,9538,0.828265884,1.723905993,45.82616473,5532.784293,85.55524644,2356,
Phu Tho,Cam Khe,Xa Phu Khe,Mai,105.1312342,21.40637527,0.783630031,29,2959,0.980060831,10.07179651,2.879327433,293.7906854,85.59363881,2357,
Phu Tho,Thanh Ba,Xa Quang Nap,Mai,105.1872282,21.48805206,0.783630031,23,1891,1.216287678,5.51736152,4.168659225,342.7362867,85.59963696,2358,
Thai Binh,Thai Thuy,Xa Thuy Son,Mai,106.4967958,20.55051583,0.783630031,8,8150,0.098159509,7.430307078,1.076671518,1096.859109,85.61044745,2359,
Thai Binh,Thai Thuy,Xa Thai Ha,Mai,106.4485935,20.49784454,0.783630031,1,4057,0.024648755,4.375150289,0.228563577,927.2824319,85.62591153,2360,
Ninh Binh,Nho Quan,Xa Son Lai,Mai,105.8501946,20.2551158,0.783630031,111,4830,2.298136646,18.22741244,6.089728884,264.9855001,85.64332756,2361,
Thai Nguyen,Vo Nhai,Xa Phu Thuong,Mai,106.1136883,21.76223563,0.783630031,6,4875,0.123076923,57.27118364,0.104764728,85.12134183,85.68010268,2362,
Hai Phong,Thuy Nguyen,Xa Thuy Son,Mai,106.6663574,20.91818625,0.783630031,15,8353,0.1795762,3.723958347,4.027972013,2243.043348,85.70797479,2363,
Phu Tho,Cam Khe,Thi tran Song Thao,Mai,105.1403851,21.42381085,0.783630031,22,6535,0.336648814,4.383723145,5.018565104,1490.741953,85.73107806,2364,
Ninh Binh,Ninh Binh,Phuong Tan Thanh,Mai,105.9632226,20.26078256,0.783630031,137,9859,1.389593265,1.745807424,78.47371831,5647.243714,85.82241378,2365,
Bac Giang,Luc Ngan,Xa Nghia Ho,Mai,106.5899415,21.37539493,0.783630031,16,7092,0.225606317,10.27919674,1.556541859,689.9371791,85.82954704,2366,
Hai Phong,Thuy Nguyen,Xa Hoa Dong,Mai,106.6632285,20.89260092,0.783630031,33,10896,0.302863436,6.001125339,5.498968633,1815.659461,85.84466675,2367,
Hoa Binh,Mai Chau,Xa Thung Khe,Mai,105.1307398,20.64973112,0.783630031,1,575,0.173913043,18.6828977,0.053524888,30.77681038,85.87024345,2368,
Lang Son,Huu Lung,Xa Yen Son,Mai,106.413853,21.5984743,0.783630031,10,2634,0.379650721,50.21166419,0.199156912,52.45793069,85.995471,2369,
Hai Phong,Vinh Bao,Xa Vinh Tien,Mai,106.5623666,20.63426808,0.783630031,4,3491,0.114580349,3.269459866,1.223443677,1067.760469,85.99755628,2370,
Nam Dinh,Y Yen,Xa Yen Bang,Mai,106.0051487,20.26558957,0.783630031,88,9110,0.96597146,10.69151451,8.230826411,852.0775978,86.00543853,2371,
Tuyen Quang,Son Duong,Xa Phuc Ung,Mai,105.3680462,21.66047009,0.783630031,8,8447,0.09470818,40.40090307,0.198015376,209.0794848,86.01611447,2372,
Thai Binh,Vu Thu,Xa Vu Hoi,Mai,106.3537377,20.41246509,0.783630031,1257,10710,11.73669468,5.701145005,220.4820258,1878.570005,86.02966351,2373,
Hai Phong,Kien An,Phuong Quan Tru,Mai,106.6485045,20.82218952,0.783630031,71,9668,0.734381465,1.45771714,48.70629427,6632.28807,86.09135266,2374,
Tuyen Quang,Son Duong,Xa Van Phu,Mai,105.2936648,21.60546202,0.783630031,5,5076,0.098502758,13.12546413,0.38093891,386.7291816,86.1214349,2375,
Nam Dinh,Y Yen,Xa Yen Cuong,Mai,106.0924147,20.28438719,0.783630031,15,8747,0.171487367,8.348344219,1.796763479,1047.752677,86.16969417,2376,
Thai Binh,Thai Thuy,Xa Hong Quynh,Mai,106.5548249,20.61944433,0.783630031,64,2622,2.440884821,3.10377513,20.62005053,844.7776951,86.17674602,2377,
Hai Phong,Kien An,Phuong Nam Son,Mai,106.6453148,20.80792805,0.783630031,161,10768,1.495170877,3.771337332,42.69042672,2855.220589,86.20955413,2378,
Hai Phong,Tien Lang,Xa Toan Thang,Mai,106.6039341,20.70369565,0.783630031,12,3780,0.317460317,5.298036678,2.264989982,713.4718444,86.25748059,2379,
Nam Dinh,Nam Truc,Xa Nam Hoa,Mai,106.2258822,20.33414505,0.783630031,8,5712,0.140056022,4.497940184,1.778591905,1269.91462,86.26468065,2380,
Thai Nguyen,Phu Luong,Xa On Luong,Mai,105.6502303,21.78535072,0.783630031,3,3266,0.091855481,17.56031246,0.170839785,185.9875789,86.31745029,2381,
Thai Binh,Vu Thu,Xa Vu Tien,Mai,106.2948705,20.37055068,0.783630031,9,9706,0.092726149,7.934676982,1.134261674,1223.238201,86.3207035,2382,
Hai Phong,Kien An,Phuong Phu Lien,Mai,106.6386924,20.78402902,0.783630031,44,9169,0.479877849,3.618027274,12.16132347,2534.253975,86.34846847,2383,
Lang Son,Huu Lung,Xa Hoa Lac,Mai,106.4746532,21.54493003,0.783630031,3,4834,0.062060405,27.67502367,0.108400991,174.6701306,86.37654554,2384,
Bac Giang,Luc Ngan,Xa Kien Thanh,Mai,106.5570913,21.44124167,0.783630031,14,9711,0.144166409,29.24029232,0.478791383,332.1102229,86.40129643,2385,
Thai Binh,Kien Xuong,Xa Quoc Tuan,Mai,106.4363513,20.47555876,0.783630031,124,6325,1.960474308,6.80915863,18.21076681,928.8959684,86.43661726,2386,
Hai Phong,Kien Thuy,Xa Thuan Thien,Mai,106.6345365,20.76816186,0.783630031,73,8354,0.873832894,5.303017622,13.7657472,1575.329481,86.51184215,2387,
Phu Tho,Doan Hung,Xa Chan Mong,Mai,105.2117918,21.53072109,0.783630031,16,3484,0.45924225,9.657322011,1.656773998,360.7625381,86.51226838,2388,
Nam Dinh,Nam Truc,Xa Nam Hong,Mai,106.2433994,20.3402036,0.783630031,32,8664,0.369344414,8.125717879,3.938113589,1066.244254,86.51522805,2389,
Hai Phong,Hong Bang,Phuong Trai Chuoi,Mai,106.6625221,20.85723807,0.783630031,86,10013,0.858883452,0.443429356,193.9429557,22580.82344,86.55560583,2390,
Ninh Binh,Ninh Binh,Phuong Van Giang,Mai,105.9753555,20.25560984,0.783630031,68,4963,1.370139029,0.339567822,200.2545458,14615.63693,86.57061861,2391,
Hai Phong,Kien An,Phuong Van Dau,Mai,106.6439558,20.79141255,0.783630031,56,14323,0.390979543,4.662382079,12.01102763,3072.0348,86.61524079,2392,
Thai Binh,Thai Thuy,Xa Thuy Quynh,Mai,106.5467887,20.6002009,0.783630031,22,7093,0.310164951,7.36819548,2.985805691,962.6508986,86.61844064,2393,
Hai Phong,Kien An,Phuong Lam Ha,Mai,106.6579814,20.83638714,0.783630031,124,15503,0.799845191,1.871000226,66.27471141,8285.942346,86.63874328,2394,
Hai Phong,Thuy Nguyen,Thi tran Nui Deo,Mai,106.6754265,20.91825976,0.783630031,17,4925,0.345177665,1.029914575,16.50622334,4781.949996,86.64033463,2395,
Nam Dinh,Y Yen,Xa Yen Khang,Mai,106.0339936,20.26516916,0.783630031,548,5562,9.852571018,7.670303262,71.44437205,725.1343017,86.66412905,2396,
Hai Phong,Kien Thuy,Xa Ngu Phuc,Mai,106.6184237,20.72473722,0.783630031,8,6846,0.116856559,8.813823643,0.907665087,776.7343978,86.69450935,2397,
Thai Binh,Thai Thuy,Xa Thai Duong,Mai,106.4906777,20.52752104,0.783630031,69,3231,2.135561746,4.122696552,16.73661865,783.7103603,86.72103885,2398,
Nam Dinh,Y Yen,Xa Yen Loc,Mai,106.1151771,20.28557255,0.783630031,24,8351,0.287390732,7.567291102,3.171544437,1103.565316,86.7684824,2399,
Ninh Binh,Ninh Binh,Phuong Phuc Thanh,Mai,105.9672646,20.25242161,0.783630031,295,9582,3.078689209,1.036431131,284.630586,9245.187372,86.79747879,2400,
Ninh Binh,Ninh Binh,Phuong Thanh Binh,Mai,105.9826938,20.25458515,0.783630031,101,8807,1.146815033,1.566345897,64.48128742,5622.640577,86.8007866,2401,
Hai Phong,Hong Bang,Phuong Thuong Ly,Mai,106.6669769,20.86476404,0.783630031,68,13077,0.519996941,1.540027674,44.15505069,8491.405852,86.82767933,2402,
Nam Dinh,Y Yen,Xa Yen Phuc,Mai,106.1325449,20.29067891,0.783630031,525,7256,7.2353914,7.909841605,66.37301051,917.3382176,86.82807537,2403,
Hai Phong,Le Chan,Phuong Lam Son,Mai,106.6631497,20.8482699,0.783630031,95,10989,0.864500865,0.468710813,202.683611,23445.16001,86.84471978,2404,
Ninh Binh,Hoa Lu,Xa Ninh Xuan,Mai,105.926736,20.24675327,0.783630031,11,4103,0.268096515,9.771709004,1.125698687,419.8856104,86.93207331,2405,
Thai Binh,Vu Thu,Xa Vu Doai,Mai,106.314242,20.37579447,0.783630031,8,5936,0.134770889,7.109916765,1.125188981,834.8902239,86.93559236,2406,
Thai Binh,Thai Thuy,Xa Thuy Binh,Mai,106.5332261,20.57603679,0.783630031,16,5050,0.316831683,4.332590697,3.69294058,1165.58437,86.95911799,2407,
Thai Binh,Vu Thu,Xa Viet Thuan,Mai,106.3351771,20.38900664,0.783630031,36,9630,0.373831776,8.364143458,4.304086866,1151.343237,86.96949337,2408,
Phu Tho,Yen Lap,Xa Phuc Khanh,Mai,105.0610745,21.29168954,0.783630031,3,6830,0.043923865,24.89237573,0.12051883,274.3812031,87.01551329,2409,
Thanh Hoa,Thach Thanh,Xa Thanh Yen,Mai,105.6102399,20.27596055,0.783630031,2,3134,0.063816209,44.38956484,0.045055634,70.60217894,87.018173,2410,
Hai Phong,Thuy Nguyen,Xa Hoa Binh,Mai,106.6825857,20.94269857,0.783630031,6,12450,0.048192771,7.086911699,0.846631122,1756.759577,87.03310338,2411,
Ninh Binh,Nho Quan,Xa Phu Loc,Mai,105.7925461,20.24414074,0.783630031,69,6239,1.105946466,9.757289397,7.071636107,639.4193865,87.06874581,2412,
Nam Dinh,Nam Truc,Xa Binh Minh,Mai,106.2003852,20.31430496,0.783630031,21,8880,0.236486486,9.088315027,2.31065934,977.0788065,87.08441804,2413,
Thai Binh,Kien Xuong,Xa Vu Ninh,Mai,106.3741749,20.41533489,0.783630031,213,9195,2.316476346,5.560218699,38.3078457,1653.711931,87.0945541,2414,
Hai Phong,Le Chan,Phuong Niem Nghia,Mai,106.6642462,20.84265252,0.783630031,86,13770,0.624546115,0.535817745,160.5023365,25699.0369,87.10221412,2415,
Hai Phong,Vinh Bao,Xa Tran Duong,Mai,106.5815236,20.64485349,0.783630031,3,6712,0.044696067,11.82637148,0.253670367,567.5451687,87.14142736,2416,
Tuyen Quang,Son Duong,Thi tran Son Duong,Mai,105.4002982,21.69319104,0.783630031,51,14081,0.362190185,20.53663047,2.483367467,685.6528884,87.14688456,2417,
Tuyen Quang,Son Duong,Xa Luong Thien,Mai,105.4728618,21.73191773,0.783630031,2,2866,0.069783671,32.71229455,0.061139092,87.61231945,87.16197218,2418,
Hai Phong,Tien Lang,Xa Tien Minh,Mai,106.5987801,20.67215574,0.783630031,92,7170,1.283124128,11.16289988,8.241586059,642.3062179,87.29996322,2419,
Hai Phong,Le Chan,Phuong An Duong,Mai,106.6675228,20.84743498,0.783630031,67,9433,0.710272448,0.215730537,310.5726284,43725.84483,87.30888305,2420,
Thai Binh,Kien Xuong,Xa Vu Le,Mai,106.4052243,20.43718277,0.783630031,53,6266,0.845834663,5.270986579,10.05504363,1188.771761,87.32444463,2421,
Hai Phong,Thuy Nguyen,Xa Tan Duong,Mai,106.6768357,20.8860114,0.783630031,43,11481,0.374531835,4.668557341,9.210554108,2459.217947,87.36896712,2422,
Thai Binh,Vu Thu,Xa Duy Nhat,Mai,106.2838337,20.35280554,0.783630031,3,8915,0.03365115,10.15804898,0.295332303,877.6291609,87.38728725,2423,
Thai Nguyen,Phu Luong,Xa Yen Do,Mai,105.705838,21.8067094,0.783630031,33,7127,0.463027922,36.33361661,0.908249799,196.154434,87.44271154,2424,
Thai Binh,Vu Thu,Xa Hong Phong,Mai,106.2660651,20.34222126,0.783630031,4,8158,0.049031625,7.69788222,0.519623435,1059.771995,87.46268052,2425,
Thai Binh,Kien Xuong,Xa Binh Nguyen,Mai,106.4277452,20.4544062,0.783630031,55,7412,0.742039935,6.695955209,8.213913965,1106.936915,87.49599028,2426,
Hai Phong,Thuy Nguyen,Xa Thuy Duong,Mai,106.6841301,20.91973591,0.783630031,19,12564,0.151225724,5.177498872,3.66972557,2426.654319,87.51335137,2427,
Ninh Binh,Nho Quan,Xa Quynh Luu,Mai,105.8270266,20.23837606,0.783630031,83,8428,0.98481253,16.862934,4.922037886,499.7944012,87.53099155,2428,
Hai Phong,Le Chan,Phuong Cat Dai,Mai,106.6711672,20.85296233,0.783630031,72,7416,0.970873786,0.304526573,236.4325694,24352.55465,87.53828121,2429,
Hai Phong,Hong Bang,Phuong Ha Ly,Mai,106.6736785,20.86284779,0.783630031,85,11818,0.719241834,0.983046343,86.46591344,12021.81371,87.55419782,2430,
Hai Phong,Hong Bang,Phuong Pham Hong Thai,Mai,106.6720145,20.85561344,0.783630031,16,2374,0.673967987,0.149645184,106.9195786,15864.19248,87.55877544,2431,
Thai Nguyen,Dinh Hoa,Xa Binh Thanh,Mai,105.5684144,21.77424164,0.783630031,10,4381,0.228258388,29.3978613,0.340160799,149.0244462,87.58191461,2432,
Hai Phong,Kien An,Phuong Dong Hoa,Mai,106.6631636,20.82120009,0.783630031,60,11765,0.50998725,3.523120531,17.03035689,3339.369147,87.59133809,2433,
Phu Tho,Thanh Ba,Xa Ninh Dan,Mai,105.1592134,21.48240465,0.783630031,28,7509,0.37288587,10.95446777,2.556034723,685.4737404,87.59633779,2434,
Hai Phong,Le Chan,Phuong Tran Nguyen Han,Mai,106.6706525,20.84837664,0.783630031,61,10292,0.592693354,0.279164998,218.5087687,36867.08603,87.60165176,2435,
Ninh Binh,Ninh Binh,Phuong Bich Dao,Mai,105.9965415,20.24940651,0.783630031,63,9864,0.638686131,2.282894268,27.59654746,4320.830859,87.60593578,2436,
Phu Tho,Tan Son,Xa Thu Ngac,Mai,105.0407345,21.25125693,0.783630031,1,6081,0.016444664,44.96320636,0.022240407,135.2439137,87.65754553,2437,
Quang Ninh,Dong Trieu,Xa Hong Thai Dong,Mai,106.6937499,21.05817025,0.783630031,19,8749,0.217167676,20.39975497,0.931383736,428.8777004,87.69882485,2438,
Phu Tho,Thanh Ba,Xa Hoang Cuong,Mai,105.131601,21.44474517,0.783630031,4,3117,0.128328521,3.910616168,1.022856713,797.0610938,87.706952,2439,
Hai Phong,Kien Thuy,Xa Du Le,Mai,106.6373759,20.7441623,0.783630031,4,4828,0.082850041,3.131362486,1.277399221,1541.820859,87.71530751,2440,
Hai Phong,Le Chan,Phuong Nghia Xa,Mai,106.670475,20.84087146,0.783630031,96,15164,0.633078343,0.571958104,167.8444616,26512.43142,87.77885763,2441,
Thai Binh,Kien Xuong,Xa Vu An,Mai,106.3938501,20.42162069,0.783630031,18,3992,0.450901804,3.167778674,5.682215158,1260.189051,87.85805536,2442,
Thai Binh,Thai Thuy,Xa Thai Phuc,Mai,106.4801473,20.5002333,0.783630031,9,7051,0.127641469,8.292581311,1.085307417,850.2780661,87.86769427,2443,
Ninh Binh,Ninh Binh,Phuong Nam Thanh,Mai,105.9664454,20.24219923,0.783630031,83,9794,0.847457627,1.854681102,44.75162869,5280.692185,87.90644357,2444,
Thai Binh,Vu Thu,Xa Vu Vinh,Mai,106.3559479,20.39256682,0.783630031,151,4585,3.293347874,3.878407684,38.93350372,1182.186189,87.92656263,2445,
Nam Dinh,Y Yen,Xa Yen Dong,Mai,106.0637908,20.26010493,0.783630031,16,11809,0.135489881,10.88967201,1.469282085,1084.422009,87.94388063,2446,
Nam Dinh,Nam Truc,Xa Dong Son,Mai,106.1701756,20.29327874,0.783630031,108,10108,1.068460625,14.93663533,7.230544069,676.7253653,87.96554143,2447,
Phu Tho,Yen Lap,Xa Dong Thinh,Mai,105.0641331,21.32414009,0.783630031,57,6852,0.831873905,19.06918337,2.989115941,359.3232005,87.9795998,2448,
Thai Binh,Thai Thuy,Xa Thai Thuy,Mai,106.5113692,20.53316805,0.783630031,5,2459,0.203334689,4.213538602,1.186651049,583.5949857,87.99543886,2449,
Hai Phong,Hong Bang,Phuong Phan Boi Chau,Mai,106.6766358,20.85658937,0.783630031,14,3712,0.377155172,0.182294066,76.798989,20362.70337,88.00412172,2450,
Hai Phong,Le Chan,Phuong Ho Nam,Mai,106.6747332,20.84817119,0.783630031,72,12309,0.58493785,0.368207375,195.5419822,33429.53137,88.02020191,2451,
Ninh Binh,Ninh Binh,Phuong Nam Binh,Mai,105.9785858,20.24259358,0.783630031,88,11303,0.778554366,1.829200606,48.10844679,6179.201978,88.04599293,2452,
Tuyen Quang,Son Duong,Xa Van Son,Mai,105.258155,21.59865578,0.783630031,1,3012,0.033200531,9.364679395,0.106784222,321.6340756,88.09482641,2453,
Thai Binh,Thai Thuy,Xa Thuy Lien,Mai,106.5298137,20.55400122,0.783630031,9,7938,0.113378685,9.116091783,0.987265181,870.7678893,88.10625866,2454,
Thai Binh,Thai Thuy,Xa Thuy Hong,Mai,106.5664111,20.60294062,0.783630031,34,3795,0.895915679,4.350465326,7.815255944,872.3204796,88.17148946,2455,
Ninh Binh,Ninh Binh,Xa Ninh Tien,Mai,105.9522321,20.2379722,0.783630031,48,6220,0.77170418,5.219697483,9.195935235,1191.639941,88.17982876,2456,
Tuyen Quang,Son Duong,Xa Dong Quy,Mai,105.2896231,21.62702641,0.783630031,1,2967,0.033704078,13.19807598,0.07576862,224.8054947,88.17996413,2457,
Nam Dinh,Nghia Hung,Xa Nghia Dong,Mai,106.1546827,20.28506093,0.783630031,10,6198,0.161342369,6.06563409,1.648632254,1021.822271,88.2159065,2458,
Hoa Binh,Mai Chau,Xa Tong Dau,Mai,105.0832224,20.6901214,0.783630031,15,2808,0.534188034,20.24978292,0.740748682,138.6681532,88.21743839,2459,
Lang Son,Bac Son,Xa Tan Thanh,Mai,106.2041087,21.7535579,0.783630031,3,2163,0.138696255,31.93969135,0.093927019,67.72138078,88.23539665,2460,
Thanh Hoa,Thach Thanh,Xa Thanh My,Mai,105.560301,20.27992572,0.783630031,16,5043,0.317271465,22.73108885,0.703881812,221.8547485,88.24361729,2461,
Phu Tho,Cam Khe,Xa Thanh Nga,Mai,105.1140647,21.42733206,0.783630031,2,2434,0.082169269,4.145286787,0.482475665,587.1728845,88.28543017,2462,
Hai Phong,Hong Bang,Phuong Quang Trung,Mai,106.6801562,20.85867139,0.783630031,20,3910,0.511508951,0.167670396,119.2816413,23319.56087,88.31162076,2463,
Hai Phong,Duong Kinh,Phuong Da Phuc,Mai,106.6648899,20.80259725,0.783630031,8,10424,0.076745971,6.01037796,1.331031102,1734.333526,88.33108245,2464,
Hai Phong,Le Chan,Phuong An Bien,Mai,106.6791579,20.853645,0.783630031,53,9030,0.586932447,0.275644961,192.2763248,32759.53233,88.3320084,2465,
Quang Ninh,Uong Bi,Phuong Phuong Nam,Mai,106.7006777,21.01793656,0.783630031,17,13432,0.126563431,21.74816905,0.781674998,617.6152102,88.37797501,2466,
Nam Dinh,Y Yen,Xa Yen Nhan,Mai,106.0912456,20.26281507,0.783630031,14,9012,0.155348424,8.730755536,1.603526744,1032.213073,88.42211949,2467,
Thanh Hoa,Thach Thanh,Xa Thach Tuong,Mai,105.4694888,20.31508121,0.783630031,29,3639,0.796922231,38.38700364,0.755464018,94.79770898,88.4225173,2468,
Hai Phong,Hong Bang,Phuong Minh Khai,Mai,106.6831116,20.86471458,0.783630031,29,4629,0.626485202,0.943281314,30.74374481,4907.337749,88.47056787,2469,
Phu Tho,Thanh Ba,Xa Thanh Xa,Mai,105.1341662,21.46158641,0.783630031,3,2152,0.139405204,5.964411471,0.502983407,360.8067636,88.47304565,2470,
Hai Phong,Le Chan,Phuong Du Hang,Mai,106.6790538,20.8467504,0.783630031,90,10805,0.832947709,0.262496264,342.8620225,41162.49058,88.4939836,2471,
Bac Giang,Luc Ngan,Xa Thanh Hai,Mai,106.5882311,21.4294659,0.783630031,12,16274,0.07373725,29.25059476,0.410248068,556.3647554,88.50323808,2472,
Hai Phong,Thuy Nguyen,Xa Minh Tan,Mai,106.699518,20.96884133,0.783630031,14,10933,0.128052685,12.37618752,1.13120458,883.3899765,88.51214731,2473,
Thai Binh,Thai Thuy,Xa Thai Hong,Mai,106.4989214,20.51117836,0.783630031,6,3508,0.171037628,6.479134802,0.92604957,541.4303155,88.54508829,2474,
Hoa Binh,Mai Chau,Thi tran Mai Chau,Mai,105.0941306,20.66263991,0.783630031,27,5780,0.467128028,11.04779285,2.443927068,523.1814242,88.5481184,2475,
Phu Tho,Thanh Ba,Xa Dai An,Mai,105.1828902,21.52690768,0.783630031,8,2853,0.28040659,9.058768158,0.883122281,314.9434835,88.56850115,2476,
Phu Tho,Cam Khe,Xa Son Tinh,Mai,105.0941287,21.39936099,0.783630031,2,5532,0.03615329,8.27790773,0.241606945,668.2848106,88.61400695,2477,
Phu Tho,Cam Khe,Xa Sai Nga,Mai,105.1178183,21.44013698,0.783630031,4,4755,0.084121977,3.628778667,1.102299249,1310.358232,88.66538217,2478,
Hai Phong,Le Chan,Phuong Trai Cau,Mai,106.6817027,20.85047472,0.783630031,61,7858,0.776278951,0.321327877,189.8372485,24454.77211,88.6685934,2479,
Thai Nguyen,Vo Nhai,Xa Vu Chan,Mai,106.033677,21.81095997,0.783630031,19,2910,0.652920962,78.16314843,0.243081303,37.22982068,88.67134347,2480,
